,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1995-05-12,49.88769274317234,49.90494596039882,50.526614774305656,49.884095672480505,49.5981665326148,50.63081461610933,50.22468173103308,49.722293814190046,50.41819090192417,50.033810222126725,50.03876764868259,50.29638081561595,50.323991485513005,50.086439123899694,50.15629213702544,49.610948536058935,50.0133475068965,49.99632673954131,49.65072127602731,49.6387147436126
1995-05-13,49.86519624940248,49.966052931643574,50.572817376372754,49.892018085837634,49.62438492976411,50.62458443707449,50.171618514635725,49.74223185088477,50.35599302000467,49.93522304976415,50.080391058496396,50.169162958884705,50.3035345384293,50.138817763507674,50.26908266883932,49.57041040848741,49.9580112276873,49.98324955217971,49.61093484304961,49.7375733044167
1995-05-14,49.93684535612735,49.94615268747927,50.65500123231134,49.84753803582073,49.66478420801607,50.66591273723039,50.20183282750718,49.772066856074304,50.38907418385538,49.87322659978884,50.09762233158381,50.22267551536919,50.32040225351988,50.09817757278958,50.217984348525974,49.59746972175332,49.87385311523311,49.91298115720094,49.715147293004335,49.73229766704334
1995-05-15,49.868657809528955,49.957305266575034,50.578765052405906,49.84297658860936,49.7405770517128,50.625054361099515,50.11915687607987,49.77503278461004,50.36446312105205,49.8693045753087,50.144014940238186,50.183889640581604,50.320718852316276,50.161178691290324,50.2751257475185,49.58762239996177,49.984475923557206,49.96833751746804,49.66718853506242,49.716224682735195
1995-05-16,49.83714043161651,49.91928436123426,50.584993092636346,49.794714930263105,49.70560067069038,50.64152750780308,50.180041884624515,49.777741054220925,50.34924713094008,49.72249731598021,50.23868416152798,50.3079582195075,50.35291599591795,50.272482839637036,50.326325365252956,49.57334923800234,49.9652711698462,49.93543077810482,49.78576879622622,49.767903212455984
1995-05-17,49.821627313145505,49.937490393376805,50.62110566874608,49.82699640188393,49.70823969194806,50.59919355011311,50.1883028786848,49.768975805619306,50.423261118154194,49.697647742691444,50.20526536677996,50.2910034888987,50.32240250945873,50.22813515274055,50.29946370218302,49.71968725169104,49.986256898209554,49.922762853638865,49.83687148759548,49.808963449466354
1995-05-18,49.817667613232025,49.97682237350462,50.6005211055056,49.828937375571705,49.64294299569172,50.597276828536934,50.19219859334328,49.58693232824801,50.4461594791662,49.70360521696165,50.17999666101095,50.317756365741495,50.338540101223685,50.18046199614782,50.31080432395676,49.729962769295234,50.051592040480784,49.818459303605984,49.879550675648424,49.778390033915535
1995-05-19,49.92164377499192,49.88767130185932,50.5695857527081,49.94184903095556,49.65081630614497,50.60519931692303,50.2695787041315,49.624848266452254,50.42517779251135,49.75601266803546,50.2856491820896,50.343944049166446,50.35537859644064,50.11933892460252,50.42324458746986,49.71794423475977,50.0212356063901,49.76269277965851,49.89034416829363,49.800793451625175
1995-05-20,49.750364553138105,49.94743752337727,50.615490224139556,49.89087337741518,49.59974790104376,50.602199377840954,50.30235920364846,49.62123868847538,50.516300491364206,49.8825770324123,50.25070612294924,50.361913761708415,50.368300568973766,50.19153467744991,50.54355881033504,49.66875996846876,49.90269113800726,49.68039280143406,49.882577243609056,49.773825207152136
1995-05-21,49.73900557927131,49.94854922751117,50.61824253083454,50.00340933311159,49.65831378080534,50.601842627478675,50.30452596604372,49.725982290472075,50.571177333213576,49.83939940048844,50.20545244998348,50.41143515780898,50.31416562249098,50.1998470634431,50.5474424392209,49.66992245321451,49.91989403991582,49.666920484094426,49.92599761265008,49.81395999072183
1995-05-22,49.78396785650125,50.07569612815402,50.536417300740894,50.05054669371891,49.69315685767665,50.61971526263962,50.361853779705505,49.68279864643841,50.65328265797632,49.89909787932986,50.21605928307812,50.47735273394869,50.265364181316386,50.196676873387865,50.49792332341795,49.652878960137706,49.97748916224552,49.689760723890465,49.89351331180286,49.90001528470217
1995-05-23,49.72897147848765,50.22325124918804,50.66216263657142,50.013075724461245,49.740821275233095,50.61834844243888,50.34720277385233,49.6775477296043,50.61817402910897,49.908382347492754,50.26965308196896,50.47622522415067,50.301634351476025,50.2277588404108,50.50886869633653,49.74209836378823,50.006204764530786,49.590958816358665,49.87921030444822,49.8831929544067
1995-05-24,49.81055515078062,50.19940544904139,50.62715673699788,50.02265736085522,49.75216053311353,50.57884903853598,50.22497332267794,49.844382748275656,50.60763209423093,49.96433552217829,50.21450224324514,50.47875533167805,50.30598015061183,50.30726799439729,50.418340250572754,49.736143336628736,50.07394789266744,49.58030613169215,49.90818647210467,49.85841534779492
1995-05-25,49.85203610853273,50.17477709824266,50.688460339726234,50.052153508205585,49.89889275446176,50.584571665156865,50.21767391224483,49.90599756558021,50.68661923695835,49.88086314987333,50.28213974903714,50.30571863198438,50.3354164625222,50.314590345112826,50.430180475915904,49.786292056261416,50.0733704876569,49.58914631681229,49.933897320391594,49.81924749063132
1995-05-26,49.816309386473655,50.28387902863434,50.65744080181958,50.072697098803175,49.89618158312223,50.59028865993167,50.214823686707916,50.00824125444544,50.60467422470044,50.00821939830874,50.29811786180698,50.16216066217355,50.1668798735545,50.25212079796781,50.44365771280197,49.78724256472942,50.06040224314471,49.574043291101745,49.87621621911619,49.775129741411234
1995-05-27,49.751525905508416,50.25965906414302,50.66113768585374,49.9435832930347,49.857259790390565,50.57733228947588,50.17576606067883,49.99850384857641,50.5616817754358,50.02514963697803,50.28053776733175,50.18177603777389,50.24418011675751,50.22158479723324,50.40083387853243,49.80474947834179,49.99474367345305,49.64067893016196,49.84167339642678,49.69680605800545
1995-05-28,49.807009202839254,50.26744996137572,50.66962230611456,49.895404012079744,49.82731804874486,50.65711294123116,50.17829784565511,49.973325952820495,50.64593205845166,50.01892203359874,50.315253657735994,50.08848183917898,50.189815083101315,50.2359505951684,50.46681882056466,49.77012149823171,49.88718765777622,49.69473239112791,49.78457911178154,49.67301933178302
1995-05-29,49.82731002880953,50.31040607775846,50.60222647634275,49.84917933200207,49.90536485198115,50.71434387802894,50.12157124019636,49.9942765604008,50.644549284705086,49.86447518075881,50.378976069126736,50.12294647827123,50.15018367366627,50.250863916060496,50.510199851069885,49.74605689377161,49.848789484161614,49.64441843645308,49.8076312788144,49.702333577039916
1995-05-30,49.73800504515053,50.23387789005802,50.508618327870956,49.77444727662673,49.84800815020049,50.662768325161494,50.15349122006585,50.038318733418855,50.644537790387965,49.86194849580049,50.3525383029865,50.15380620199563,50.0848823964119,50.26331908559504,50.46503175826873,49.780259169836995,49.91268031090728,49.669841757874764,49.904557098636054,49.713988883101884
1995-05-31,49.83334395662526,50.25437721611867,50.54235958366467,49.69188811346242,49.80801827704633,50.65448161247296,50.21991503677041,50.044436988119514,50.60790943283419,49.78540052770372,50.35408468412487,50.0821039331309,50.11243492434212,50.25123943579981,50.3700403804425,49.85251359579079,49.98416080152261,49.64385409699419,49.877814703667575,49.80572657511744
1995-06-01,49.92282374384605,50.31125366319538,50.57763706325249,49.70309018105914,49.66200552444287,50.68067030413413,50.22987529909275,50.09167582772006,50.64641677977409,49.84405178318599,50.33102584697503,50.00724050869138,50.17332644304029,50.24931771610061,50.50020606719125,49.92305118049872,50.03177089131152,49.61518448510941,49.90427228715145,49.75091208197893
1995-06-02,49.89816116496409,50.24714958466003,50.554249629785005,49.7851985502063,49.77065517817731,50.76132614241426,50.26526395640798,50.05832690632453,50.615439681125494,49.76425718931516,50.32064818409578,50.1328656458827,50.273640299512586,50.2389145193429,50.5327018271523,50.05702067862982,50.055427102226275,49.680975126314245,50.04382577990414,49.79946943621548
1995-06-03,49.89592782065158,50.31471393390317,50.541473877299055,49.700408900431434,49.92761988114722,50.79394862452056,50.225069692065176,50.02139283275493,50.67291879917617,49.70569605465708,50.220775478755456,50.119081362228876,50.36504705321913,50.2079604993007,50.549745534911416,50.156499006457274,50.12287019775661,49.60624161409688,49.973673196114646,49.775145832800355
1995-06-04,49.88351037021956,50.319320863938195,50.614470031011926,49.73720902281198,49.95551019881652,50.7929082049858,50.20290206773422,49.99395772513139,50.74186812530254,49.72380761627307,50.34025163215312,50.09980123246122,50.37586640189054,50.24768060544304,50.503730725256766,50.198855759017285,50.200842405425405,49.70892718103023,49.95388490963959,49.79812557736628
1995-06-05,49.912366085478794,50.381893100656235,50.64571102497042,49.6563635759609,49.98790587849588,50.76021959743191,50.21786644405055,49.919800170406965,50.72753837888917,49.64950223872408,50.29103738767181,50.025006999175766,50.40990741989198,50.311128767262865,50.45569688319941,50.23423232820654,50.35616450664747,49.82014172160203,50.0195023064033,49.85516697235218
1995-06-06,49.914534896169684,50.293331482710144,50.50692576417759,49.62635669543164,49.96283647704681,50.69930792655164,50.227716312155394,49.894678424575424,50.70028402379441,49.66001514967996,50.181353195787466,49.85832751886988,50.48564877564206,50.341087305457236,50.40180567086314,50.26006105567727,50.33524880527161,49.849068182608576,49.90168948788672,49.82869797789514
1995-06-07,49.904075792205695,50.26058991469142,50.4230548430743,49.674926590808425,49.88886708128335,50.61338157208804,50.13288140989585,49.89977951403344,50.68165581775679,49.68441299252472,50.1860521485015,49.81602752172226,50.56085931068332,50.331035592885314,50.31080551898426,50.330723768099055,50.46334706673852,49.9314221364099,49.95630454734645,49.842111699190795
1995-06-08,49.83253624817261,50.229093073934166,50.30060288130955,49.65193947545138,49.93109841091391,50.59630462259181,50.19064515387246,49.90915199122947,50.807689188495566,49.803366556216666,50.18356016383467,49.89467819302114,50.56242231077138,50.33616682482664,50.18634145836275,50.386316353618966,50.3269966764863,49.95236772156605,49.95658555075276,49.841542979602046
1995-06-09,49.97582514043473,50.35850076484547,50.433371755322646,49.65898521656578,49.86645053882954,50.577190813723035,50.242340509632015,49.82247629750812,50.78746504495671,49.874619958313076,50.26461449108152,49.9826536770503,50.60512654426534,50.41475575485567,50.03385576233607,50.37784515695072,50.29468369084986,49.760805731343396,49.96800827461162,49.7702476916605
1995-06-10,49.97706579639224,50.29708701808837,50.38760800772808,49.62222742358011,49.83415611542059,50.559377063658815,50.188014872434444,49.70066473425556,50.78284996284424,49.90320214934096,50.269429211428466,50.02282643558023,50.70331158731154,50.39234457778109,50.027617554634126,50.355894850293936,50.26799540623928,49.811264261361615,49.91697800553768,49.73928228391916
1995-06-11,50.03426710462337,50.32307620951523,50.30688441828626,49.762737315191636,49.87435279632526,50.557657626246936,50.26794959356204,49.66178089174616,50.722931230100535,49.86904753535056,50.33105879464357,50.04361567205169,50.75341916311707,50.46051087479335,50.067936193926016,50.4865988167633,50.23073657649773,49.75219892015587,49.9532587759867,49.845804383189126
1995-06-12,49.922104007677504,50.369884239591826,50.2533030420806,49.78645433976471,49.80766404111704,50.596026488751754,50.23739851709427,49.7089014523106,50.8273073950091,49.82359642467259,50.399910716856986,50.087068913547796,50.783978353311674,50.544187397130074,49.967264126641375,50.39069642877899,50.17166324341092,49.81152928096181,49.85394746262485,49.80830631958182
1995-06-13,49.93211457941156,50.530858837000906,50.30033608019325,49.78544300256502,49.84669137816081,50.552513477245,50.1944755664481,49.734656500235914,50.74417594386999,49.83396193036973,50.359746312344264,50.16211423995629,50.826318393303374,50.47733516254412,49.916133596033404,50.33421218843206,50.05698038406737,49.828418445145154,49.746250525097764,49.86174482362518
1995-06-14,49.81939703369437,50.46119703123134,50.36386427072288,49.78478940013512,49.84507787471599,50.562454538061665,50.21042355832884,49.8378196449287,50.726992057576766,49.86477025485852,50.414253175229376,50.13764941824171,50.89278135225554,50.55983309910468,49.897723814158326,50.384581022141674,50.09974996125236,49.81708137410067,49.7127761021124,49.79541259541173
1995-06-15,49.86883394615603,50.53055451315358,50.289160747095934,49.76366978253816,49.752754173995,50.4801443028769,50.28713710303907,49.841660486051175,50.79171173472986,49.903083376606986,50.392000372163714,50.15049618845372,50.80942366296416,50.63729227841315,49.826423150790205,50.473253485349055,50.04248514396505,49.9441202471379,49.597195190882324,49.80643037853902
1995-06-16,49.81387037224829,50.4938431963805,50.333106953784245,49.782020218563346,49.77056365329953,50.5789717773577,50.23095908205817,49.841933295808964,50.726380845634615,49.93804764543279,50.38335228878531,50.11660983175841,50.77200695471103,50.60158615197303,49.82976305000175,50.43490946213158,49.977068574547324,49.920729114271154,49.71292497006191,49.77046917931774
1995-06-17,49.831115536388694,50.617781064266985,50.31969487931221,49.76078630484241,49.795647996634465,50.56449208563532,50.276376768523505,49.855183556411106,50.67595084296927,49.92985165195994,50.36928357613173,50.11698826266251,50.80899068223348,50.52732434696662,49.82410564220585,50.42448823579575,49.88813433076776,49.834287609549875,49.772104052947185,49.754191191549275
1995-06-18,49.808563380529996,50.648301911962086,50.38676588298161,49.781408529456776,49.730593531120434,50.49295479160993,50.34387695526432,49.88560361585819,50.67272101742916,50.00425454819381,50.339974866735375,50.17358963568507,50.765993101723446,50.57260205384905,49.804103044342355,50.53242750645436,49.98417774411044,49.893870524017984,49.736754190443484,49.713567891484175
1995-06-19,49.90579450341038,50.67478478261573,50.381509513158164,49.70538253599318,49.71075787519816,50.496691819838354,50.41295555841472,49.91341288454134,50.661157660649565,49.90662700795105,50.38444370336354,50.15805851195589,50.65546867258189,50.61214962915671,49.782226939754004,50.48665998202087,49.90157521111128,49.85668621506373,49.770365251168904,49.656709983243296
1995-06-20,49.895579837714735,50.63278109273307,50.478221017284866,49.64500512707982,49.67825090967669,50.538776841939246,50.34968585083463,49.94728552648535,50.67144802737665,49.906971464191706,50.32169672032259,50.1154026989536,50.71005038511959,50.674448758241255,49.82418405702004,50.52427050310282,49.96151921632125,49.88744138967912,49.786978518544764,49.64703533624074
1995-06-21,49.873675778511505,50.66220181827409,50.36762808144071,49.63900042000811,49.661126916557066,50.42184229808957,50.41407207483768,49.97257668888888,50.59618121766444,49.88029991588501,50.4273082517667,50.15307415941789,50.717146112008336,50.55059875757434,49.79398133634029,50.45772725300124,49.885066122276,49.90428145788157,49.78032263254557,49.641839363860214
1995-06-22,49.90418145853868,50.746859437687746,50.44232958190693,49.61504292535782,49.57585913969378,50.39165208940897,50.315020508719364,50.00566530738348,50.622720898905165,49.99147331232202,50.41222674064005,50.184910596989226,50.64216459677637,50.495877676178665,49.77083014988809,50.41354891838803,49.9650093903974,49.880935107792844,49.73091973241332,49.606985338795525
1995-06-23,49.88885814751221,50.7467209042313,50.429110076689625,49.67936785969213,49.6407732162551,50.31063203879891,50.33617149682905,50.018228080736975,50.64582589992749,49.96754716895173,50.40700113058,50.15236396843483,50.692579292133374,50.41460091129357,49.798837538553194,50.35485354504499,49.96798785314868,49.75931185307892,49.759640148244635,49.56609823753941
1995-06-24,49.876134757070055,50.77275050966517,50.42340933155438,49.685480497589325,49.64017954272624,50.36909260487684,50.34624930807716,50.06858604661845,50.569729086195366,49.96725778044889,50.545146939162706,50.195793836355165,50.6609028405966,50.39569059853494,49.73544932391546,50.246369880659785,49.94429956054742,49.61488405057988,49.82278867178714,49.56699823871815
1995-06-25,49.77606849970492,50.80203203181172,50.42637550360315,49.75877085064921,49.661581445053535,50.43248709139159,50.28388793711989,50.027135400191156,50.59711256516416,50.053948015655486,50.59051504189699,50.210319161872036,50.6715304368043,50.37494524287855,49.744535763098845,50.28799919447516,49.86056593644624,49.67817463416882,49.786817806889175,49.6338483365696
1995-06-26,49.92296558463537,50.77117588655433,50.543071283997584,49.79239496465474,49.626700132218666,50.51840927983883,50.18538144277477,49.987679214611894,50.625151533344564,50.066559645782114,50.57715758949449,50.176286437446564,50.698506604017076,50.42693665183483,49.712437003076204,50.240322704936425,49.85057167602745,49.699337832909556,49.69426887316877,49.736096768651095
1995-06-27,49.901772600267996,50.742506153558836,50.575186840319105,49.729835613323026,49.66280698332933,50.439069242979016,50.19630508303039,50.11828519448402,50.6075889566365,50.129913187528594,50.563620765955484,50.30660332202956,50.58903829728267,50.454380746472296,49.708306708167854,50.16911578619088,49.88115312623091,49.610681118427706,49.726853289379726,49.77109941860637
1995-06-28,49.89951065123942,50.830379344526904,50.49126279143801,49.74211978512702,49.66724772777616,50.366869004681085,50.12963203143145,50.20878423202197,50.581016099565815,50.033194425853935,50.55695927932329,50.300927733087065,50.51651249509717,50.47273384754631,49.70976777573849,50.17121479283961,49.9676922608651,49.637361050971734,49.73586905093903,49.72847545062444
1995-06-29,49.847439946031876,50.90921841264821,50.48952467848061,49.79338047850372,49.63738724332656,50.31793034182152,50.1441651959474,50.21375592606542,50.52065773174095,50.042536716175256,50.530728337251496,50.355817269237704,50.52796616752143,50.52401995611607,49.776844227720254,50.2054191968907,50.089070886300476,49.6368744431081,49.60481374153796,49.75530039605198
1995-06-30,49.97653712287222,50.941678298529546,50.48977197627643,49.757505762789016,49.68945288216926,50.21686283433089,50.095633994541444,50.25794154354254,50.565032285609576,50.0496778705175,50.63316672962738,50.39090821708494,50.575963227242255,50.45339293167395,49.86836392418192,50.315499695916635,50.1040470949064,49.657017042366164,49.66026161717587,49.79919234094213
1995-07-01,49.90413149136676,50.90435896911934,50.52774044377434,49.875542505368074,49.59693560686623,50.17045938168537,50.10003628412124,50.11312632900927,50.574862000797594,50.079127379381546,50.680408684990574,50.340097225658994,50.42436749863401,50.4297988757663,49.88456371282607,50.36232300379202,50.0770496278749,49.702936058330486,49.670157053050524,49.84061967383916
1995-07-02,49.93340805175823,50.94222141610632,50.61499197353865,49.86475452525674,49.62013332011865,50.1199615737476,50.06986549492027,50.132771326748525,50.57324005494106,50.097524595417504,50.68606791318114,50.32317967508803,50.4278254401895,50.47901729985024,49.938860990959746,50.320476673550345,50.10944333941657,49.78098816475701,49.643312585936286,49.904252304959584
1995-07-03,50.03546307191525,50.914856845401296,50.522847492575636,49.780712027644334,49.58810199744449,50.170060306886576,50.16347207033389,50.12565125266548,50.572458213265975,49.94884664391901,50.7083497440171,50.38229414175148,50.4682002337161,50.448962399424076,49.966138332727965,50.311719694750444,50.12635466335863,49.79526946965072,49.618807401325626,49.87174084382786
1995-07-04,50.017855314146026,51.017963677408524,50.5526270647028,49.79591374252367,49.60880947448715,50.21455703763017,50.17550956435526,50.07977551546106,50.50249456923206,49.90972411684299,50.72686586430165,50.369075314679435,50.43434529366213,50.50564225513571,50.08616000202646,50.34415282455012,50.121735111823995,49.82598010487021,49.726608400517996,49.80904729947247
1995-07-05,50.00924190908264,51.09687095141967,50.55620473756848,49.87878305429878,49.54771945541983,50.15961119211393,50.31013758569782,50.185517831480546,50.428824254073014,49.86391112745951,50.780155196395455,50.36151561556347,50.51044391549774,50.52966869054418,50.07599286363426,50.34751076479106,50.18967207517893,49.76721716031902,49.80914255875271,49.78399963140747
1995-07-06,49.94458205704664,51.012103880998275,50.556398938363955,49.82364404947894,49.59537203075872,50.2009115361975,50.341289133101185,50.22579577742638,50.539290004402865,49.87772252210363,50.778393325825654,50.260630082954286,50.631152945016055,50.61086711188854,50.161593832029425,50.357048464882304,50.27872594236998,49.69975137999134,49.80157866154053,49.85702697982188
1995-07-07,49.9029303396171,51.00805396664209,50.50689835903166,49.81366653584102,49.58094892175585,50.17125552266985,50.356988018675665,50.098370846624164,50.522151033027775,49.903126091856855,50.82621807233161,50.245306723400226,50.49444248329223,50.55875721908037,50.24604262413505,50.227356499716045,50.279612580586026,49.6378365453513,49.77940181181785,49.94105105387608
1995-07-08,49.9654413562615,51.03623428408476,50.585869802736866,49.63363503150635,49.53223565863678,50.138339253587134,50.33176145070239,50.09899996480486,50.55223337830942,49.8281871406728,50.804892619769284,50.291582424482826,50.60127919784539,50.624027318633104,50.25244421378589,50.175211273579436,50.295501794442735,49.58950659239358,49.80911336582708,49.840778314955465
1995-07-09,49.94061671391352,51.010394116100066,50.49279229228644,49.508839608458224,49.45648805955843,50.1071528584078,50.25946446112211,50.23675102938492,50.540760347809886,49.76802586658793,50.715245690935824,50.36565556162785,50.59586164441374,50.695341728135496,50.266527191384434,50.130886158019614,50.24494095971943,49.51788959373996,49.779733907595606,49.936004500443396
1995-07-10,49.963418989131796,51.03097207999052,50.47915600692457,49.50139076879043,49.37887986572777,50.067251286941826,50.26361093714558,50.16731477152129,50.53440235115471,49.864815189471784,50.720649654294654,50.39511423440337,50.59731392253019,50.73671587685317,50.185598701292996,50.13602673116465,50.195682129761636,49.48682139475202,49.77201873359279,49.97303335654493
1995-07-11,49.955875083796556,50.91894658366378,50.528598246725686,49.51025226050171,49.37942058251244,50.03357899451253,50.397608856898565,50.19622790408587,50.537311884182714,49.87069166521932,50.61281247673069,50.344890641296615,50.6053001448662,50.689943489203834,50.12123202789291,50.02462223234601,50.206882889122845,49.55651556486423,49.7978356782886,50.11456609960818
